UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Mechanical_Load,Wear_Stress,Wear_Heat
2069,M16928,M,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,9.900000000000034,59979.4,6881.6,54489.600000000006
2070,H31483,H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0,9.900000000000034,63673.0,7339.0,55418.4
2071,L49250,L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0,9.800000000000011,67194.40000000001,9144.800000000001,56948.0
2072,M16931,M,299.7,309.6,1313,60.0,186,0,0,0,0,0,0,9.900000000000034,78780.0,11160.0,57585.600000000006
2073,L49252,L,299.6,309.5,1570,35.5,189,0,0,0,0,0,1,9.899999999999977,55735.0,6709.5,58495.5
2074,L49253,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,9.799999999999955,52154.700000000004,5940.1,59095.399999999994
2075,L49254,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,9.899999999999977,50463.0,6079.5,59714.2
2076,L49255,L,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,9.899999999999977,81732.0,11466.0,60332.99999999999
2077,L49256,L,299.4,309.3,1544,36.0,197,0,0,0,0,0,0,9.900000000000034,55584.0,7092.0,60932.100000000006
2078,L49257,L,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,10.0,53071.2,6208.8,61570.6
2079,M16938,M,299.4,309.3,1692,28.4,201,0,0,0,0,0,0,9.900000000000034,48052.799999999996,5708.4,62169.3
2080,M16939,M,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,10.0,57721.7,7731.599999999999,63097.200000000004
2081,L49260,L,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,9.899999999999977,35112.0,3187.8,64004.399999999994
2082,M16941,M,299.4,309.3,1485,47.1,209,0,0,0,0,0,0,9.900000000000034,69943.5,9843.9,64643.700000000004
2083,H31496,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,9.800000000000011,54619.3,7653.200000000001,65550.4
2084,H31497,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,9.900000000000034,49152.6,0.0,0.0
2085,L49264,L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0,9.800000000000011,66620.40000000001,231.0,1546.5
2086,L49265,L,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,9.800000000000011,68275.40000000001,326.90000000000003,2165.1
2087,H31500,H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,9.900000000000034,71518.3,447.3,2783.7000000000003
2088,L49267,L,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,9.800000000000011,57718.200000000004,512.4,4330.2
2089,L49268,L,299.6,309.4,1331,46.4,16,0,0,0,0,0,0,9.799999999999955,61758.4,742.4,4950.4
2090,L49269,L,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,9.800000000000011,43672.5,405.0,5567.400000000001
2091,L49270,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0,9.699999999999989,65888.9,946.0,6184.0
2092,L49271,L,299.4,309.2,1433,42.1,22,0,0,0,0,0,0,9.800000000000011,60329.3,926.2,6802.4
2093,L49272,L,299.4,309.2,1444,48.2,24,0,0,0,0,0,0,9.800000000000011,69600.8,1156.8000000000002,7420.799999999999
2094,L49273,L,299.4,309.2,1564,39.0,26,0,0,0,0,0,0,9.800000000000011,60996.0,1014.0,8039.2
2095,L49274,L,299.4,309.3,1377,43.6,28,0,0,0,0,0,0,9.900000000000034,60037.200000000004,1220.8,8660.4
2096,L49275,L,299.4,309.3,1525,41.5,30,0,0,0,0,0,0,9.900000000000034,63287.5,1245.0,9279.0
2097,M16956,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,9.899999999999977,77949.40000000001,1798.4,9900.8
2098,M16957,M,299.4,309.4,1326,47.5,35,0,0,0,0,0,0,10.0,62985.0,1662.5,10829.0
2099,L49278,L,299.4,309.3,1401,59.0,38,0,0,0,0,0,0,9.900000000000034,82659.0,2242.0,11753.4
2100,L49279,L,299.4,309.3,1596,31.8,40,0,0,0,0,0,0,9.900000000000034,50752.8,1272.0,12372.0
2101,M16960,M,299.3,309.3,1471,46.0,42,0,0,0,0,0,0,10.0,67666.0,1932.0,12990.6
2102,L49281,L,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,10.0,57758.399999999994,1700.9999999999998,13918.5
2103,L49282,L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0,10.0,82150.0,2914.0,14537.1
2104,M16963,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,9.800000000000011,64259.200000000004,2288.3,15145.900000000001
2105,M16964,M,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,9.800000000000011,56479.99999999999,1835.6,16073.2
2106,L49285,L,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,9.800000000000011,65780.0,2420.0,17000.5
2107,L49286,L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,9.700000000000045,47047.0,1630.2,17618.7
2108,M16967,M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0,9.700000000000045,67024.09999999999,2790.7,18236.9
2109,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,9.600000000000023,73155.5,3205.4,19158.0
2110,M16969,M,299.3,309.0,1496,43.4,67,0,0,0,0,0,0,9.699999999999989,64926.4,2907.7999999999997,20703.0
2111,H31524,H,299.3,309.0,1508,35.0,70,0,0,0,0,0,0,9.699999999999989,52780.0,2450.0,21630.0
2112,L49291,L,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,9.600000000000023,68784.4,3592.5,23175.0
2113,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,9.600000000000023,41855.200000000004,1740.2,23800.7
2114,L49293,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,9.600000000000023,41917.5,1777.5,24418.9
2115,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,9.700000000000045,60549.3,3572.1,25037.100000000002
2116,L49295,L,299.4,309.0,1404,47.3,86,0,0,0,0,0,0,9.600000000000023,66409.2,4067.7999999999997,26574.0
2117,M16976,M,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,9.600000000000023,62006.9,3951.2,27192.0
2118,H31531,H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,9.5,51626.6,2666.3,28109.899999999998
2119,H31532,H,299.3,308.9,1429,43.0,96,0,0,0,0,0,0,9.599999999999966,61447.0,4128.0,29654.399999999998
2120,M16979,M,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,9.599999999999966,45892.6,2494.7,31198.899999999998
2121,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,9.600000000000023,40640.4,2215.2000000000003,32115.2
2122,M16981,M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,9.600000000000023,56212.2,4076.6,33659.200000000004
2123,M16982,M,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,9.600000000000023,59244.7,4356.8,34585.6
2124,L49303,L,299.3,309.0,1491,38.4,115,0,0,0,0,0,0,9.699999999999989,57254.4,4416.0,35535.0
2125,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,9.699999999999989,55913.0,4574.7,36141.299999999996
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,9.599999999999966,87305.20000000001,8258.6,36759.1
2127,L49306,L,299.3,309.0,1449,46.5,121,0,0,0,0,0,0,9.699999999999989,67378.5,5626.5,37389.0
2128,H31541,H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,9.699999999999989,57855.0,4993.8,38007.0
2129,L49308,L,299.4,309.0,1800,24.3,128,0,0,0,0,0,0,9.600000000000023,43740.0,3110.4,39552.0
2130,H31543,H,299.4,309.0,1607,33.7,130,0,0,0,0,0,0,9.600000000000023,54155.9,4381.0,40170.0
2131,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0,9.600000000000023,80956.2,7857.0,41715.0
2132,L49311,L,299.4,309.1,1432,45.4,137,0,0,0,0,0,0,9.700000000000045,65012.799999999996,6219.8,42346.700000000004
2133,L49312,L,299.4,309.0,1660,28.4,139,0,0,0,0,0,0,9.600000000000023,47144.0,3947.6,42951.0
2134,H31547,H,299.3,309.0,1732,29.7,141,0,0,0,0,0,0,9.699999999999989,51440.4,4187.7,43569.0
2135,L49314,L,299.3,309.0,1473,46.3,146,0,0,0,0,0,0,9.699999999999989,68199.9,6759.799999999999,45114.0
2136,L49315,L,299.3,309.0,1511,47.8,148,0,0,0,0,0,0,9.699999999999989,72225.8,7074.4,45732.0
2137,L49316,L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,9.699999999999989,65902.0,6225.0,46335.0
2138,L49317,L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,9.599999999999966,50475.3,4727.2,46952.799999999996
2139,L49318,L,299.3,309.0,1734,30.6,154,0,0,0,0,0,0,9.699999999999989,53060.4,4712.400000000001,47586.0
2140,L49319,L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,9.699999999999989,67354.0,7425.6,48204.0
2141,L49320,L,299.3,309.0,1419,46.6,158,0,0,0,0,0,0,9.699999999999989,66125.40000000001,7362.8,48822.0
2142,M17001,M,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,9.599999999999966,55037.299999999996,5584.0,49424.0
2143,L49322,L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0,9.599999999999966,82972.8,9828.9,50350.7
2144,M17003,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0,9.5,70658.0,8085.0,50952.0
2145,L49324,L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,9.5,58765.5,6804.0,51895.2
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,9.5,70990.0,7785.999999999999,52496.0
2147,L49326,L,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,9.5,54186.299999999996,5658.8,53113.6
2148,L49327,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,9.5,52235.00000000001,5863.8,53748.6
2149,L49328,L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,9.5,53980.3,6001.6,54366.399999999994
2150,L49329,L,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,9.600000000000023,51938.600000000006,5731.6,55002.0
2151,H31564,H,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,9.5,58078.0,6390.0,55584.0
2152,M17011,M,299.3,308.7,1289,51.5,185,0,0,0,0,0,0,9.399999999999977,66383.5,9527.5,57109.5
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,9.5,46803.2,5339.2,58054.4
2154,H31567,H,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,9.5,63423.799999999996,8671.4,58980.8
2155,M17014,M,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,9.599999999999966,43821.6,4860.8,60544.399999999994
2156,L49335,L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,9.5,63965.700000000004,9492.300000000001,61451.200000000004
2157,M17016,M,299.4,308.9,1457,41.5,201,0,0,0,0,0,0,9.5,60465.5,8341.5,62088.899999999994
2158,M17017,M,299.4,309.0,1939,19.8,204,0,0,0,0,0,0,9.600000000000023,38392.200000000004,4039.2000000000003,63036.0
2159,M17018,M,299.5,309.0,1399,49.7,207,0,0,0,0,0,0,9.5,69530.3,10287.900000000001,63963.0
2160,M17019,M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0,9.5,50142.6,6573.0,64890.0
2161,L49340,L,299.4,309.0,1507,41.0,213,0,0,0,0,0,0,9.600000000000023,61787.0,8733.0,65817.0
2162,L49341,L,299.4,309.1,1464,40.5,215,0,0,0,0,0,0,9.700000000000045,59292.0,8707.5,66456.5
2163,L49342,L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0,9.600000000000023,56245.6,9135.7,67074.70000000001
2164,L49343,L,299.6,309.2,1422,39.8,219,0,0,0,0,0,0,9.599999999999966,56595.6,8716.199999999999,67714.8
2165,L49344,L,299.6,309.2,1540,36.7,221,0,0,0,0,0,0,9.599999999999966,56518.00000000001,8110.700000000001,68333.2
2166,L49345,L,299.5,309.1,1476,47.8,223,0,0,0,0,0,0,9.600000000000023,70552.8,10659.4,68929.3
2167,M17026,M,299.6,309.2,1867,23.4,225,1,1,0,0,0,0,9.599999999999966,43687.799999999996,5265.0,69570.0
2168,H31581,H,299.6,309.1,1588,41.3,0,0,0,0,0,0,0,9.5,65584.4,0.0,0.0
2169,M17028,M,299.5,309.1,1420,49.5,5,0,0,0,0,0,0,9.600000000000023,70290.0,247.5,1545.5
2170,L49349,L,299.5,309.1,1415,49.2,8,0,0,0,0,0,0,9.600000000000023,69618.0,393.6,2472.8
2171,M17030,M,299.4,309.1,1500,43.3,10,0,0,0,0,0,0,9.700000000000045,64949.99999999999,433.0,3091.0
2172,L49351,L,299.5,309.1,1502,44.6,13,0,0,0,0,0,0,9.600000000000023,66989.2,579.8000000000001,4018.3
2173,L49352,L,299.5,309.2,1816,23.0,15,0,0,0,0,0,0,9.699999999999989,41768.0,345.0,4638.0
2174,M17033,M,299.5,309.2,1495,41.6,17,0,0,0,0,0,0,9.699999999999989,62192.0,707.2,5256.4
2175,L49354,L,299.6,309.2,1572,33.4,20,0,0,0,0,0,0,9.599999999999966,52504.799999999996,668.0,6184.0
2176,M17035,M,299.5,309.2,1590,35.9,22,0,0,0,0,0,0,9.699999999999989,57081.0,789.8,6802.4
2177,M17036,M,299.6,309.3,1387,48.3,25,0,0,0,0,0,0,9.699999999999989,66992.09999999999,1207.5,7732.5
2178,M17037,M,299.6,309.2,1393,47.7,28,0,0,0,0,0,0,9.599999999999966,66446.1,1335.6000000000001,8657.6
2179,L49358,L,299.6,309.2,1602,37.3,31,0,0,0,0,0,0,9.599999999999966,59754.6,1156.3,9585.199999999999
2180,L49359,L,299.6,309.2,1601,33.3,33,0,0,0,0,0,0,9.599999999999966,53313.299999999996,1098.8999999999999,10203.6
2181,H31594,H,299.6,309.2,1597,36.3,35,0,0,0,0,0,0,9.599999999999966,57971.1,1270.5,10822.0
2182,H31595,H,299.5,309.1,1548,44.3,40,0,0,0,0,0,0,9.600000000000023,68576.4,1772.0,12364.0
2183,M17042,M,299.5,309.2,1314,61.8,45,0,0,0,0,0,0,9.699999999999989,81205.2,2781.0,13914.0
2184,M17043,M,299.6,309.3,1577,39.8,48,0,0,0,0,0,0,9.699999999999989,62764.6,1910.3999999999999,14846.400000000001
2185,L49364,L,299.8,309.4,1475,43.4,51,0,0,0,0,0,0,9.599999999999966,64015.0,2213.4,15779.4
2186,L49365,L,299.8,309.4,1630,32.4,53,0,0,0,0,0,0,9.599999999999966,52812.0,1717.1999999999998,16398.199999999997
2187,L49366,L,299.7,309.4,1445,42.9,55,0,0,0,0,0,0,9.699999999999989,61990.5,2359.5,17017.0
2188,M17047,M,299.8,309.4,1439,47.4,57,0,0,0,0,0,0,9.599999999999966,68208.59999999999,2701.7999999999997,17635.8
2189,L49368,L,299.7,309.3,1420,44.1,60,0,0,0,0,0,0,9.600000000000023,62622.0,2646.0,18558.0
2190,H31603,H,299.7,309.2,1554,41.6,62,0,0,0,0,0,0,9.5,64646.4,2579.2000000000003,19170.399999999998
2191,M17050,M,299.6,309.1,1471,44.3,67,0,0,0,0,0,0,9.5,65165.299999999996,2968.1,20709.7
2192,L49371,L,299.6,309.0,1648,33.6,70,0,0,0,0,0,0,9.399999999999977,55372.8,2352.0,21630.0
2193,L49372,L,299.6,309.0,1472,48.8,72,0,0,0,0,0,0,9.399999999999977,71833.59999999999,3513.6,22248.0
2194,M17053,M,299.5,308.9,1448,42.9,74,0,0,0,0,0,0,9.399999999999977,62119.2,3174.6,22858.6
2195,M17054,M,299.6,308.9,1568,35.3,77,0,0,0,0,0,0,9.299999999999955,55350.399999999994,2718.1,23785.3
2196,L49375,L,299.6,308.9,1613,30.8,80,0,0,0,0,0,0,9.299999999999955,49680.4,2464.0,24712.0
2197,M17056,M,299.7,308.9,1551,35.4,82,0,0,0,0,0,0,9.199999999999989,54905.399999999994,2902.7999999999997,25329.8
2198,L49377,L,299.7,309.0,1412,49.2,85,0,0,0,0,0,0,9.300000000000011,69470.40000000001,4182.0,26265.0
2199,M17058,M,299.7,308.9,1478,41.0,87,0,0,0,0,0,0,9.199999999999989,60598.0,3567.0,26874.3
2200,M17059,M,299.8,309.1,1268,58.0,90,0,0,0,0,0,0,9.300000000000011,73544.0,5220.0,27819.000000000004
2201,L49380,L,299.8,309.1,1546,35.6,93,0,0,0,0,0,0,9.300000000000011,55037.600000000006,3310.8,28746.300000000003
2202,L49381,L,299.8,309.0,1567,36.1,95,0,0,0,0,0,0,9.199999999999989,56568.700000000004,3429.5,29355.0
2203,M17062,M,299.9,309.2,1548,35.7,97,0,0,0,0,0,0,9.300000000000011,55263.600000000006,3462.9,29992.399999999998
2204,L49383,L,299.8,309.0,1614,30.8,100,0,0,0,0,0,0,9.199999999999989,49711.200000000004,3080.0,30900.0
2205,M17064,M,299.7,309.1,1352,46.1,102,0,0,0,0,0,0,9.400000000000034,62327.200000000004,4702.2,31528.2
2206,L49385,L,299.9,309.2,1624,34.6,105,0,0,0,0,0,0,9.300000000000011,56190.4,3633.0,32466.0
2207,L49386,L,299.9,309.2,1436,52.0,107,0,0,0,0,0,0,9.300000000000011,74672.0,5564.0,33084.4
2208,L49387,L,299.8,309.2,1591,37.5,109,0,0,0,0,0,0,9.399999999999977,59662.5,4087.5,33702.799999999996
2209,H31622,H,299.8,309.2,1435,42.6,111,0,0,0,0,0,0,9.399999999999977,61131.0,4728.6,34321.2
2210,L49389,L,299.8,309.3,1386,49.4,116,0,0,0,0,0,0,9.5,68468.4,5730.4,35878.8
2211,L49390,L,299.7,309.2,1401,54.1,118,0,0,0,0,0,0,9.5,75794.1,6383.8,36485.6
2212,M17071,M,299.6,309.0,1245,64.0,120,0,0,0,0,0,0,9.399999999999977,79680.0,7680.0,37080.0
2213,L49392,L,299.7,309.1,1475,40.0,123,0,0,0,0,0,0,9.400000000000034,59000.0,4920.0,38019.3
2214,L49393,L,299.7,309.1,1473,39.4,125,0,0,0,0,0,0,9.400000000000034,58036.2,4925.0,38637.5
2215,H31628,H,299.7,309.2,1355,44.8,127,0,0,0,0,0,0,9.5,60703.99999999999,5689.599999999999,39268.4
2216,H31629,H,299.7,309.2,1468,49.6,132,0,0,0,0,0,0,9.5,72812.8,6547.2,40814.4
2217,L49396,L,299.7,309.2,1645,30.8,137,0,0,0,0,0,0,9.5,50666.0,4219.6,42360.4
2218,L49397,L,299.7,309.1,1347,55.3,139,0,0,0,0,0,0,9.400000000000034,74489.09999999999,7686.7,42964.9
2219,L49398,L,299.7,309.1,1713,33.5,141,0,0,0,0,0,0,9.400000000000034,57385.5,4723.5,43583.100000000006
2220,M17079,M,299.6,309.1,1435,48.4,143,0,0,0,0,0,0,9.5,69454.0,6921.2,44201.3
2221,M17080,M,299.6,309.0,1736,26.1,146,0,0,0,0,0,0,9.399999999999977,45309.600000000006,3810.6000000000004,45114.0
2222,L49401,L,299.6,309.0,1372,60.4,149,0,0,0,0,0,0,9.399999999999977,82868.8,8999.6,46041.0
2223,L49402,L,299.7,309.0,1605,33.0,151,0,0,0,0,0,0,9.300000000000011,52965.0,4983.0,46659.0
2224,L49403,L,299.6,309.0,1413,48.5,153,0,0,0,0,0,0,9.399999999999977,68530.5,7420.5,47277.0
2225,M17084,M,299.7,309.0,1645,31.9,155,0,0,0,0,0,0,9.300000000000011,52475.5,4944.5,47895.0
2226,M17085,M,299.7,309.0,1465,49.0,158,0,0,0,0,0,0,9.300000000000011,71785.0,7742.0,48822.0
2227,M17086,M,299.6,308.9,1685,27.8,161,0,0,0,0,0,0,9.299999999999955,46843.0,4475.8,49732.899999999994
2228,L49407,L,299.5,308.8,1965,20.4,164,0,0,0,0,0,0,9.300000000000011,40086.0,3345.6,50643.200000000004
2229,H31642,H,299.4,308.6,1542,41.8,166,0,0,0,0,0,0,9.200000000000045,64455.6,6938.799999999999,51227.600000000006
2230,L49409,L,299.4,308.7,1681,30.8,171,0,0,0,0,0,0,9.300000000000011,51774.8,5266.8,52787.7
2231,L49410,L,299.5,308.7,1446,45.7,173,0,0,0,0,0,0,9.199999999999989,66082.2,7906.1,53405.1
2232,L49411,L,299.4,308.6,1415,56.4,175,0,0,0,0,0,0,9.200000000000045,79806.0,9870.0,54005.00000000001
2233,L49412,L,299.5,308.6,1672,30.5,177,0,0,0,0,0,0,9.100000000000023,50996.0,5398.5,54622.200000000004
2234,L49413,L,299.5,308.7,2549,13.0,179,1,0,0,1,0,0,9.199999999999989,33137.0,2327.0,55257.299999999996
2235,L49414,L,299.4,308.6,1492,40.5,181,0,0,0,0,0,0,9.200000000000045,60426.0,7330.5,55856.600000000006
2236,M17095,M,299.4,308.6,1455,42.7,183,0,0,0,0,0,0,9.200000000000045,62128.50000000001,7814.1,56473.8
2237,M17096,M,299.3,308.5,1422,43.1,186,0,0,0,0,0,0,9.199999999999989,61288.200000000004,8016.6,57381.0
2238,L49417,L,299.3,308.6,1403,50.6,189,0,0,0,0,0,0,9.300000000000011,70991.8,9563.4,58325.4
2239,L49418,L,299.3,308.6,1474,49.6,191,0,0,0,0,0,0,9.300000000000011,73110.40000000001,9473.6,58942.600000000006
2240,L49419,L,299.2,308.6,1381,50.0,193,0,0,0,0,0,0,9.400000000000034,69050.0,9650.0,59559.8
2241,L49420,L,299.2,308.5,1457,44.7,195,0,0,0,0,0,0,9.300000000000011,65127.9,8716.5,60157.5
2242,L49421,L,299.2,308.4,1711,28.9,197,0,0,0,0,0,0,9.199999999999989,49447.899999999994,5693.299999999999,60754.799999999996
2243,L49422,L,299.2,308.4,1667,29.0,199,0,0,0,0,0,0,9.199999999999989,48343.0,5771.0,61371.6
2244,L49423,L,299.2,308.4,1465,35.0,201,0,0,0,0,0,0,9.199999999999989,51275.0,7035.0,61988.399999999994
2245,M17104,M,299.3,308.4,1542,37.5,203,1,1,0,0,0,0,9.099999999999966,57825.0,7612.5,62605.2
2246,M17105,M,299.3,308.4,1438,42.3,0,0,0,0,0,0,0,9.099999999999966,60827.399999999994,0.0,0.0
2247,L49426,L,299.3,308.4,1406,47.4,3,0,0,0,0,0,0,9.099999999999966,66644.4,142.2,925.1999999999999
2248,M17107,M,299.2,308.4,1396,48.5,5,0,0,0,0,0,0,9.199999999999989,67706.0,242.5,1542.0
2249,M17108,M,299.3,308.5,1304,60.6,8,0,0,0,0,0,0,9.199999999999989,79022.40000000001,484.8,2468.0
2250,L49429,L,299.2,308.5,1442,46.5,11,0,0,0,0,0,0,9.300000000000011,67053.0,511.5,3393.5
2251,M17110,M,299.2,308.4,1396,48.7,13,0,0,0,0,0,0,9.199999999999989,67985.2,633.1,4009.2
2252,H31665,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0,9.199999999999989,61801.6,694.4,4932.8
2253,H31666,H,299.1,308.3,1451,42.8,21,0,0,0,0,0,0,9.199999999999989,62102.799999999996,898.8,6474.3
2254,L49433,L,299.2,308.4,1386,54.1,26,0,0,0,0,0,0,9.199999999999989,74982.6,1406.6000000000001,8018.4
2255,L49434,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0,9.199999999999989,62142.5,1313.2,8632.4
2256,L49435,L,299.1,308.3,1559,33.7,30,0,0,0,0,0,0,9.199999999999989,52538.3,1011.0000000000001,9249.0
2257,L49436,L,299.1,308.3,1489,38.1,32,0,0,0,0,0,0,9.199999999999989,56730.9,1219.2,9865.6
2258,L49437,L,299.1,308.3,1892,25.2,34,0,0,0,0,0,0,9.199999999999989,47678.4,856.8,10482.2
2259,L49438,L,299.1,308.2,1319,60.3,36,0,0,0,0,0,0,9.099999999999966,79535.7,2170.7999999999997,11095.199999999999
2260,L49439,L,299.1,308.3,1431,52.3,38,0,0,0,0,0,0,9.199999999999989,74841.3,1987.3999999999999,11715.4
2261,H31674,H,299.1,308.3,1521,36.5,40,0,0,0,0,0,0,9.199999999999989,55516.5,1460.0,12332.0
2262,M17121,M,299.1,308.2,1435,45.2,45,0,0,0,0,0,0,9.099999999999966,64862.00000000001,2034.0000000000002,13869.0
2263,L49442,L,299.1,308.3,1533,42.4,48,0,0,0,0,0,0,9.199999999999989,64999.2,2035.1999999999998,14798.400000000001
2264,M17123,M,299.2,308.4,1529,43.0,50,0,0,0,0,0,0,9.199999999999989,65747.0,2150.0,15419.999999999998
2265,M17124,M,299.2,308.4,1415,43.5,53,0,0,0,0,0,0,9.199999999999989,61552.5,2305.5,16345.199999999999
2266,M17125,M,299.2,308.4,1330,51.2,56,0,0,0,0,0,0,9.199999999999989,68096.0,2867.2000000000003,17270.399999999998
2267,L49446,L,299.2,308.5,1381,60.6,59,0,0,0,0,0,0,9.300000000000011,83688.6,3575.4,18201.5
2268,L49447,L,299.2,308.5,1370,52.4,61,0,0,0,0,0,0,9.300000000000011,71788.0,3196.4,18818.5
2269,L49448,L,299.2,308.5,1438,46.6,63,0,0,0,0,0,0,9.300000000000011,67010.8,2935.8,19435.5
2270,L49449,L,299.3,308.6,1314,48.2,65,0,0,0,0,0,0,9.300000000000011,63334.8,3133.0,20059.0
2271,L49450,L,299.3,308.6,1437,48.1,67,0,0,0,0,0,0,9.300000000000011,69119.7,3222.7000000000003,20676.2
2272,L49451,L,299.2,308.5,1821,26.1,69,0,0,0,0,0,0,9.300000000000011,47528.100000000006,1800.9,21286.5
2273,M17132,M,299.3,308.6,1448,52.1,71,0,0,0,0,0,0,9.300000000000011,75440.8,3699.1,21910.600000000002
2274,L49453,L,299.3,308.5,1589,32.7,74,0,0,0,0,0,0,9.199999999999989,51960.3,2419.8,22829.0
2275,L49454,L,299.3,308.6,1520,33.7,76,0,0,0,0,0,0,9.300000000000011,51224.00000000001,2561.2000000000003,23453.600000000002
2276,L49455,L,299.3,308.6,1605,37.0,78,0,0,0,0,0,0,9.300000000000011,59385.0,2886.0,24070.800000000003
2277,L49456,L,299.3,308.7,1393,54.2,80,0,0,0,0,0,0,9.399999999999977,75500.6,4336.0,24696.0
2278,H31691,H,299.3,308.7,1408,44.4,82,0,0,0,0,0,0,9.399999999999977,62515.2,3640.7999999999997,25313.399999999998
2279,M17138,M,299.3,308.7,1459,35.6,87,0,0,0,0,0,0,9.399999999999977,51940.4,3097.2000000000003,26856.899999999998
2280,L49459,L,299.4,308.7,1525,39.0,90,0,0,0,0,0,0,9.300000000000011,59475.0,3510.0,27783.0
2281,L49460,L,299.4,308.8,1390,57.0,92,0,0,0,0,0,0,9.400000000000034,79230.0,5244.0,28409.600000000002
2282,L49461,L,299.3,308.7,1536,38.9,94,0,0,0,0,0,0,9.399999999999977,59750.399999999994,3656.6,29017.8
2283,L49462,L,299.4,308.7,1459,47.6,96,0,0,0,0,0,0,9.300000000000011,69448.40000000001,4569.6,29635.199999999997
2284,L49463,L,299.2,308.5,1387,51.1,98,0,0,0,0,0,0,9.300000000000011,70875.7,5007.8,30233.0
2285,L49464,L,299.2,308.5,1378,53.4,100,0,0,0,0,0,0,9.300000000000011,73585.2,5340.0,30850.0
2286,L49465,L,299.4,308.7,1381,56.7,102,0,0,0,0,0,0,9.300000000000011,78302.7,5783.400000000001,31487.399999999998
2287,M17146,M,299.4,308.7,1289,60.5,104,0,0,0,0,0,0,9.300000000000011,77984.5,6292.0,32104.8
2288,L49467,L,299.4,308.6,1746,26.8,107,0,0,0,0,0,0,9.200000000000045,46792.8,2867.6,33020.200000000004
2289,M17148,M,299.4,308.6,1541,39.1,109,0,0,0,0,0,0,9.200000000000045,60253.100000000006,4261.900000000001,33637.4
